gene_id	flank_pos	prob_ref	prob_alt	delta	abs_delta
AT1G01040	0	0.4926776885986328	0.49293267726898193	0.0002549886703491211	0.0002549886703491211
AT1G01040	5	0.4926776885986328	0.4926552176475525	-2.2470951080322266e-05	2.2470951080322266e-05
AT1G01040	14	0.4926776885986328	0.4925697147846222	-0.00010797381401062012	0.00010797381401062012
AT1G01040	19	0.4926776885986328	0.4929957091808319	0.0003180205821990967	0.0003180205821990967
AT1G01040	21	0.4926776885986328	0.49287149310112	0.00019380450248718262	0.00019380450248718262
AT1G01040	66	0.4926776885986328	0.4907037317752838	-0.001973956823348999	0.001973956823348999
AT1G01040	70	0.4926776885986328	0.4901433289051056	-0.0025343596935272217	0.0025343596935272217
AT1G01040	76	0.4926776885986328	0.4929163455963135	0.00023865699768066406	0.00023865699768066406
AT1G01040	104	0.4926776885986328	0.48925524950027466	-0.0034224390983581543	0.0034224390983581543
AT1G01040	132	0.4926776885986328	0.4937184453010559	0.0010407567024230957	0.0010407567024230957
AT1G01040	138	0.4926776885986328	0.4934525787830353	0.0007748901844024658	0.0007748901844024658
AT1G01040	199	0.4926776885986328	0.4929732382297516	0.0002955496311187744	0.0002955496311187744
AT1G01040	206	0.4926776885986328	0.49152612686157227	-0.0011515617370605469	0.0011515617370605469
AT1G01040	246	0.4926776885986328	0.4927854537963867	0.00010776519775390625	0.00010776519775390625
AT1G01040	246	0.4926776885986328	0.49326688051223755	0.0005891919136047363	0.0005891919136047363
AT1G01040	251	0.4926776885986328	0.4908871650695801	-0.0017905235290527344	0.0017905235290527344
AT1G01040	257	0.4926776885986328	0.4934585690498352	0.0007808804512023926	0.0007808804512023926
AT1G01040	271	0.4926776885986328	0.49213677644729614	-0.0005409121513366699	0.0005409121513366699
AT1G01040	275	0.4926776885986328	0.49203047156333923	-0.0006472170352935791	0.0006472170352935791
AT1G01040	371	0.4926776885986328	0.4926028549671173	-7.483363151550293e-05	7.483363151550293e-05
AT1G01040	401	0.4926776885986328	0.4911736845970154	-0.0015040040016174316	0.0015040040016174316
AT1G01040	455	0.4926776885986328	0.4926423132419586	-3.5375356674194336e-05	3.5375356674194336e-05
AT1G01040	462	0.4926776885986328	0.4926493167877197	-2.8371810913085938e-05	2.8371810913085938e-05
AT1G01040	472	0.4926776885986328	0.4927188754081726	4.118680953979492e-05	4.118680953979492e-05
AT1G01040	479	0.4926776885986328	0.49276021122932434	8.252263069152832e-05	8.252263069152832e-05
AT1G01040	491	0.4926776885986328	0.492646187543869	-3.1501054763793945e-05	3.1501054763793945e-05
AT1G01040	494	0.4926776885986328	0.49267303943634033	-4.649162292480469e-06	4.649162292480469e-06
AT1G01040	503	0.4926776885986328	0.4926072657108307	-7.042288780212402e-05	7.042288780212402e-05
AT1G01040	515	0.4926776885986328	0.492887943983078	0.00021025538444519043	0.00021025538444519043
AT1G01040	531	0.4926776885986328	0.49266690015792847	-1.0788440704345703e-05	1.0788440704345703e-05
AT1G01040	549	0.4926776885986328	0.4920005798339844	-0.0006771087646484375	0.0006771087646484375
AT1G01040	551	0.4926776885986328	0.49275603890419006	7.835030555725098e-05	7.835030555725098e-05
AT1G01040	559	0.4926776885986328	0.49254125356674194	-0.00013643503189086914	0.00013643503189086914
AT1G01040	597	0.4926776885986328	0.4926505982875824	-2.709031105041504e-05	2.709031105041504e-05
AT1G01040	605	0.4926776885986328	0.4925706386566162	-0.00010704994201660156	0.00010704994201660156
AT1G01040	612	0.4926776885986328	0.49263086915016174	-4.6819448471069336e-05	4.6819448471069336e-05
AT1G01040	622	0.4926776885986328	0.4928162693977356	0.0001385807991027832	0.0001385807991027832
AT1G01040	644	0.4926776885986328	0.49282106757164	0.00014337897300720215	0.00014337897300720215
AT1G01040	647	0.4926776885986328	0.49279749393463135	0.00011980533599853516	0.00011980533599853516
AT1G01040	665	0.4926776885986328	0.4927828013896942	0.00010511279106140137	0.00010511279106140137
AT1G01040	667	0.4926776885986328	0.49297741055488586	0.00029972195625305176	0.00029972195625305176
AT1G01040	691	0.4926776885986328	0.49276912212371826	9.143352508544922e-05	9.143352508544922e-05
AT1G01040	700	0.4926776885986328	0.49240705370903015	-0.00027063488960266113	0.00027063488960266113
AT1G01040	710	0.4926776885986328	0.49295365810394287	0.0002759695053100586	0.0002759695053100586
AT1G01040	744	0.4926776885986328	0.49273359775543213	5.5909156799316406e-05	5.5909156799316406e-05
AT1G01040	761	0.4926776885986328	0.4924740493297577	-0.00020363926887512207	0.00020363926887512207
AT1G01040	762	0.4926776885986328	0.49272507429122925	4.738569259643555e-05	4.738569259643555e-05
AT1G01040	768	0.4926776885986328	0.49264562129974365	-3.2067298889160156e-05	3.2067298889160156e-05
AT1G01040	769	0.4926776885986328	0.4926176071166992	-6.008148193359375e-05	6.008148193359375e-05
AT1G01040	773	0.4926776885986328	0.492660254240036	-1.7434358596801758e-05	1.7434358596801758e-05
AT1G01040	787	0.4926776885986328	0.4925824999809265	-9.518861770629883e-05	9.518861770629883e-05
AT1G01040	790	0.4926776885986328	0.49295711517333984	0.00027942657470703125	0.00027942657470703125
AT1G01040	815	0.4926776885986328	0.4924158453941345	-0.000261843204498291	0.000261843204498291
AT1G01040	815	0.4926776885986328	0.4927356243133545	5.793571472167969e-05	5.793571472167969e-05
AT1G01040	822	0.4926776885986328	0.4925704598426819	-0.00010722875595092773	0.00010722875595092773
AT1G01040	846	0.4926776885986328	0.4919908940792084	-0.0006867945194244385	0.0006867945194244385
AT1G01040	885	0.4926776885986328	0.49373099207878113	0.0010533034801483154	0.0010533034801483154
AT1G01040	896	0.4926776885986328	0.49157893657684326	-0.0010987520217895508	0.0010987520217895508
AT1G01040	927	0.4926776885986328	0.49305447936058044	0.00037679076194763184	0.00037679076194763184
AT1G01040	951	0.4926776885986328	0.4917035400867462	-0.0009741485118865967	0.0009741485118865967
AT1G01040	961	0.4926776885986328	0.4917856454849243	-0.0008920431137084961	0.0008920431137084961
AT1G01040	963	0.4926776885986328	0.49121877551078796	-0.0014589130878448486	0.0014589130878448486
AT1G01040	964	0.4926776885986328	0.49030959606170654	-0.0023680925369262695	0.0023680925369262695
AT1G01040	966	0.4926776885986328	0.49479225277900696	0.0021145641803741455	0.0021145641803741455
AT1G01040	970	0.4926776885986328	0.4932531416416168	0.0005754530429840088	0.0005754530429840088
AT1G01040	972	0.4926776885986328	0.4910794794559479	-0.0015982091426849365	0.0015982091426849365
AT1G01040	997	0.4926776885986328	0.49342918395996094	0.000751495361328125	0.000751495361328125
AT1G01040	1013	0.4926776885986328	0.4910796582698822	-0.0015980303287506104	0.0015980303287506104
AT1G01040	1025	0.4926776885986328	0.49268972873687744	1.2040138244628906e-05	1.2040138244628906e-05
AT1G01040	1039	0.4926776885986328	0.49250510334968567	-0.00017258524894714355	0.00017258524894714355
AT1G01040	1040	0.4926776885986328	0.492654412984848	-2.327561378479004e-05	2.327561378479004e-05
AT1G01040	1042	0.4926776885986328	0.48812422156333923	-0.004553467035293579	0.004553467035293579
AT1G01040	1047	0.4926776885986328	0.48160773515701294	-0.011069953441619873	0.011069953441619873
AT1G01040	1050	0.4926776885986328	0.4916599690914154	-0.0010177195072174072	0.0010177195072174072
AT1G01040	1067	0.4926776885986328	0.4944829046726227	0.0018052160739898682	0.0018052160739898682
AT1G01040	1104	0.4926776885986328	0.49262404441833496	-5.364418029785156e-05	5.364418029785156e-05
